,terminologyEnglish,terminologyFrench,syntheticText,translatedText
899,precautionary,préventif,It is always best to take precautionary measures to ensure safety.,Il est toujours préférable de prendre des mesures préventives pour assurer la sécurité.
900,personal protective equipment,équipements de protection individuelle|équipement de protection individuelle,I need to wear personal protective equipment when working in the lab.,J'ai besoin de porter des équipements de protection individuelle lorsque je travaille dans le laboratoire.
901,personal protective equipment,équipements de protection individuelle|équipement de protection individuelle,I need to wear personal protective equipment when working in the lab.,J'ai besoin de porter des équipements de protection individuelle lorsque je travaille dans le laboratoire.
902,personal protective equipment,équipements de protection individuelle|équipement de protection individuelle,I need to wear personal protective equipment when working in the lab.,J'ai besoin de porter des équipements de protection individuelle lorsque je travaille dans le laboratoire.
903,personal protective equipment,équipements de protection individuelle|équipement de protection individuelle,I need to wear personal protective equipment for my job.,J'ai besoin de porter des équipements de protection individuelle pour mon travail.
904,personal protective equipment,équipements de protection individuelle|équipement de protection individuelle,I need to wear personal protective equipment for my job.,J'ai besoin de porter des équipements de protection personnelle pour mon travail.
905,Coronavirus outbreak,épidémie de coronavirus,The outbreak of the Coronavirus has caused widespread panic.,L'éclosion du Coronavirus a provoqué une panique généralisée.
906,Coronavirus outbreak,épidémie de coronavirus,The outbreak of the Coronavirus has caused widespread panic.,L'éclosion du Coronavirus a causé une panique généralisée.
907,Coronavirus outbreak,épidémie de coronavirus,The outbreak of the Coronavirus has caused widespread concern.,L'éclosion du Coronavirus a provoqué une préoccupation généralisée.
908,Coronavirus outbreak,épidémie de coronavirus,The outbreak of the Coronavirus has caused widespread panic.,L'éclosion du Coronavirus a provoqué une panique généralisée.
909,Coronavirus outbreak,épidémie de coronavirus,The outbreak of the Coronavirus has caused widespread concern.,L'éclosion du Coronavirus a provoqué une préoccupation générale.
910,current crisis,crise actuelle,The current crisis is causing unprecedented disruption.,La crise actuelle cause une perturbation sans précédent.
911,current crisis,crise actuelle,The current crisis is causing unprecedented disruption.,La crise actuelle cause une perturbation sans précédent.
912,current crisis,crise actuelle,The current crisis is causing major disruption around the world.,La crise actuelle cause des perturbations majeures dans le monde entier.
913,current crisis,crise actuelle,The current crisis is causing unprecedented disruption.,La crise actuelle provoque une perturbation sans précédent.
914,current crisis,crise actuelle,The current crisis is causing unprecedented disruption.,La crise actuelle cause une perturbation sans précédent.
915,global pandemic,pandémie mondiale,The world is currently facing a global pandemic.,Le monde fait actuellement face à une pandémie mondiale.
916,global pandemic,pandémie mondiale,The world is currently facing a global pandemic.,Le monde fait actuellement face à une pandémie mondiale.
917,global pandemic,pandémie mondiale,The world is currently facing a global pandemic.,Le monde fait actuellement face à une pandémie mondiale.
918,global pandemic,pandémie mondiale,The world is currently facing a global pandemic.,Le monde est actuellement confronté à une pandémie mondiale.
919,global pandemic,pandémie mondiale,The world is facing a global pandemic.,Le monde fait face à une pandémie mondiale.
920,COVID-19 crisis,crise du COVID-19,The COVID-19 crisis has had a major impact on the world.,La crise du COVID-19 a eu un impact majeur sur le monde.
921,COVID-19 crisis,crise du COVID-19,The COVID-19 crisis has had a profound impact on the world.,La crise du COVID-19 a eu un impact profond sur le monde.
922,COVID-19 crisis,crise du COVID-19,The COVID-19 crisis has had a major impact on the world.,La crise du COVID-19 a eu un impact majeur sur le monde.
923,COVID-19 crisis,crise du COVID-19,The COVID-19 crisis has had a major impact on the world.,La crise du COVID-19 a eu un impact majeur sur le monde.
924,COVID-19 crisis,crise du COVID-19,The COVID-19 crisis has had a major impact on the world.,La crise de COVID-19 a eu un impact majeur sur le monde.
925,mass gathering,rassemblement de masse,"People gathered in large numbers for the event, creating a mass gathering.","Les gens se sont rassemblés en grand nombre pour l'événement, créant une grande foule."
926,mass gathering,rassemblement de masse,"People gathered in large numbers for the event, creating a mass gathering.","Les gens se sont rassemblés en grand nombre pour l'événement, ce qui a créé une foule massive."
927,mass gathering,rassemblement de masse,"People gathered in large numbers for the event, creating a mass gathering.","Les gens se sont rassemblés en grand nombre pour l'événement, formant une foule massive."
928,mass gathering,rassemblement de masse,"People gathered in large numbers for the event, creating a mass gathering.","Les gens se sont rassemblés en grand nombre pour l'événement, créant un rassemblement de masse."
929,mass gathering,rassemblement de masse,People gathered in large numbers for the annual festival.,Les gens se sont rassemblés en grand nombre pour le festival annuel.
930,laboratory testing,test en laboratoire,The laboratory is conducting tests to determine the accuracy of the results.,Le laboratoire mène des tests pour déterminer la précision des résultats.
931,laboratory testing,test en laboratoire,The laboratory is conducting tests to determine the accuracy of the results.,Le laboratoire effectue des tests pour déterminer la précision des résultats.
932,laboratory testing,test en laboratoire,The laboratory is conducting tests to determine the accuracy of the results.,Le laboratoire mène des tests pour déterminer la précision des résultats.
933,laboratory testing,test en laboratoire,The laboratory is conducting tests to determine the accuracy of the results.,Le laboratoire mène des tests pour déterminer la précision des résultats.
934,laboratory testing,test en laboratoire,The laboratory is conducting tests to determine the accuracy of the results.,Le laboratoire effectue des tests pour déterminer la précision des résultats.
935,mortality rate,taux de mortalité,The mortality rate is increasing.,Le taux de mortalité augmente.
936,mortality rate,taux de mortalité,The mortality rate is increasing.,Le taux de mortalité augmente.
937,mortality rate,taux de mortalité,The mortality rate is increasing.,Le taux de mortalité est en augmentation.
938,mortality rate,taux de mortalité,The mortality rate is increasing.,Le taux de mortalité est en augmentation.
939,mortality rate,taux de mortalité,The mortality rate is increasing.,Le taux de mortalité est en augmentation.
940,test kit,kit de test,I need to purchase a test kit to check for the presence of bacteria.,J'ai besoin d'acheter un kit de test pour vérifier la présence de bactéries.
941,test kit,kit de test,I need to buy a test kit to check for any problems.,Je dois acheter un kit de test pour vérifier s'il y a des problèmes.
942,test kit,kit de test,I need to buy a test kit to check for any problems.,J'ai besoin d'acheter un kit de test pour vérifier s'il y a des problèmes.
943,test kit,kit de test,I need to purchase a test kit to complete the experiment.,J'ai besoin d'acheter un kit de test pour compléter l'expérience.
944,test kit,kit de test,I need to buy a test kit to check for any problems.,J'ai besoin d'acheter un kit de test pour vérifier s'il y a des problèmes.
945,reagent,réactifs|réactif,I need to purchase a reagent for my experiment.,J'ai besoin d'acheter un réactif pour mon expérience.
946,reagent,réactifs|réactif,I need to purchase a reagent for my experiment.,J'ai besoin d'acheter un réactif pour mon expérience.
947,reagent,réactifs|réactif,I need to purchase a reagent for my experiment.,J'ai besoin d'acheter un réactif pour mon expérience.
948,reagent,réactifs|réactif,I need to purchase a reagent for my experiment.,J'ai besoin d'acheter un réactif pour mon expérience.
949,reagent,réactifs|réactif,I need to purchase a reagent for this experiment.,J'ai besoin d'acheter un réactif pour cette expérience.
950,current pandemic,pandémie actuelle,The current pandemic has caused unprecedented disruption around the world.,La pandémie actuelle a causé une perturbation sans précédent dans le monde entier.
951,current pandemic,pandémie actuelle,The current pandemic is causing unprecedented disruption around the world.,La pandémie actuelle cause une perturbation sans précédent dans le monde entier.
952,current pandemic,pandémie actuelle,The current pandemic is causing unprecedented disruption around the world.,La pandémie actuelle cause une perturbation sans précédent à travers le monde.
953,current pandemic,pandémie actuelle,The current pandemic is causing unprecedented disruption around the world.,La pandémie actuelle cause une perturbation sans précédent dans le monde entier.
954,current pandemic,pandémie actuelle,The current pandemic is having a devastating effect on the global population.,La pandémie actuelle a un effet dévastateur sur la population mondiale.
955,healthcare professional,professionnel de santé,A healthcare professional is someone who provides medical care and advice.,Un professionnel de la santé est quelqu'un qui fournit des soins médicaux et des conseils.
956,healthcare professional,professionnel de santé,A healthcare professional is someone who provides medical care and advice.,Un professionnel de la santé est quelqu'un qui fournit des soins médicaux et des conseils.
957,healthcare professional,professionnel de santé,A healthcare professional is someone who provides medical care and advice.,Un professionnel de la santé est quelqu'un qui fournit des soins médicaux et des conseils.
958,healthcare professional,professionnel de santé,A healthcare professional is someone who provides medical services to patients.,Un professionnel de la santé est quelqu'un qui fournit des services médicaux aux patients.
959,healthcare professional,professionnel de santé,A healthcare professional is someone who provides medical care and advice.,Un professionnel de la santé est quelqu'un qui fournit des soins médicaux et des conseils.
960,2020 Coronavirus,coronavirus 2020,2020 has been a difficult year due to the Coronavirus pandemic.,2020 a été une année difficile à cause de la pandémie de coronavirus.
961,2020 Coronavirus,coronavirus 2020,2020 has been a difficult year due to the Coronavirus pandemic.,2020 a été une année difficile en raison de la pandémie de Coronavirus.
962,2020 Coronavirus,coronavirus 2020,2020 has been a difficult year due to the Coronavirus pandemic.,2020 a été une année difficile en raison de la pandémie de coronavirus.
963,2020 Coronavirus,coronavirus 2020,2020 has been a difficult year due to the Coronavirus pandemic.,2020 a été une année difficile en raison de la pandémie de Coronavirus.
964,2020 Coronavirus,coronavirus 2020,2020 has been a difficult year due to the Coronavirus pandemic.,2020 a été une année difficile à cause de la pandémie de Coronavirus.
965,detergent,détergents|détergent,I need to buy some detergent to wash my clothes.,J'ai besoin d'acheter un détergent pour laver mes vêtements.
966,detergent,détergents|détergent,I need to buy some detergent to wash my clothes.,J'ai besoin d'acheter du détergent pour laver mes vêtements.
967,detergent,détergents|détergent,I need to buy some detergent to do my laundry.,J'ai besoin d'acheter du détergent pour faire ma lessive.
968,detergent,détergents|détergent,I need to buy some detergent to do my laundry.,J'ai besoin d'acheter du détergent pour faire ma lessive.
969,detergent,détergents|détergent,I need to buy some detergent to do my laundry.,J'ai besoin d'acheter du détergent pour faire ma lessive.
970,hand sanitizer,gel hydroalcoolique|désinfectant pour les mains,I always keep a bottle of hand sanitizer in my bag.,Je garde toujours une bouteille de désinfectant pour les mains dans mon sac.
971,hand sanitizer,gel hydroalcoolique|désinfectant pour les mains,I always keep a bottle of hand sanitizer in my purse.,Je garde toujours une bouteille de désinfectant pour les mains dans mon sac à main.
972,hand sanitizer,gel hydroalcoolique|désinfectant pour les mains,I always keep a bottle of hand sanitizer in my bag.,Je garde toujours une bouteille de désinfectant pour les mains dans mon sac.
973,hand sanitizer,gel hydroalcoolique|désinfectant pour les mains,I always keep a bottle of hand sanitizer in my purse.,J'ai toujours une bouteille de désinfectant pour les mains dans mon sac à main.
974,hand sanitizer,gel hydroalcoolique|désinfectant pour les mains,I always keep a bottle of hand sanitizer in my bag.,Je garde toujours une bouteille de désinfectant pour les mains dans mon sac.
975,alcohol-based,à base d' alcool,I prefer to use alcohol-based products for cleaning.,Je préfère utiliser des produits à base d'alcool pour le nettoyage.
976,alcohol-based,à base d' alcool,I need to use an alcohol-based sanitizer.,J'ai besoin d'utiliser un désinfectant à base d'alcool.
977,alcohol-based,à base d' alcool,I'm going to a party tonight and I'm bringing an alcohol-based drink.,Je vais à une fête ce soir et je vais apporter une boisson à base d'alcool.
978,alcohol-based,à base d' alcool,I'm going to buy some alcohol-based hand sanitizer.,Je vais acheter du désinfectant pour les mains à base d'alcool.
979,alcohol-based,à base d' alcool,I'm going to a party tonight and I'm bringing an alcohol-based drink.,Je vais à une fête ce soir et je vais apporter une boisson à base d'alcool.
980,HIV,VIH,I am HIV positive.,Je suis séropositif.
981,HIV,VIH,HIV is a virus that can lead to serious health complications.,Le VIH est un virus qui peut conduire à de graves complications de santé.
982,HIV,VIH,HIV is a virus that can lead to AIDS.,Le VIH est un virus qui peut conduire à l'AIDS.
983,HIV,VIH,HIV is a virus that can lead to serious health complications.,Le VIH est un virus qui peut entraîner de graves complications de santé.
984,HIV,VIH,"HIV is a virus that can lead to a serious, life-threatening illness.",Le VIH est un virus qui peut conduire à une maladie grave et potentiellement mortelle.
985,hand-washing,lavage des mains,I always make sure to practice good hygiene by washing my hands regularly.,Je fais toujours en sorte de pratiquer une bonne hygiène en lavant régulièrement mes mains.
986,hand-washing,lavage des mains,I always make sure to practice good hygiene by washing my hands regularly.,Je m'assure toujours de pratiquer une bonne hygiène en lavant fréquemment mes mains.
987,hand-washing,lavage des mains,I always make sure to practice proper hand-washing.,Je m'assure toujours de pratiquer un bon lavage des mains.
988,hand-washing,lavage des mains,I always make sure to practice proper hand-washing.,Je m'assure toujours de pratiquer un bon lavage des mains.
989,hand-washing,lavage des mains,I always make sure to practice proper hand-washing.,Je m'assure toujours de pratiquer un lavage des mains approprié.
990,international travel,voyage international,I love to travel internationally and explore different cultures.,J'aime voyager à l'international et explorer différentes cultures.
991,international travel,voyage international,I love to explore the world through international travel.,J'adore explorer le monde à travers les voyages internationaux.
992,international travel,voyage international,I love to travel internationally and explore different cultures.,J'aime voyager à l'étranger et explorer différentes cultures.
993,international travel,voyage international,I love to travel internationally and experience different cultures.,J'aime voyager à l'étranger et découvrir différentes cultures.
994,international travel,voyage international,I love to travel internationally and explore new cultures.,J'adore voyager à l'international et explorer de nouvelles cultures.
995,sneezes,éternue|éternuer|éternuements,I sneezed.,Je toussai.
996,sneezes,éternue|éternuer|éternuements,I sneezed.,Je ai éternué.
997,sneezes,éternue|éternuer|éternuements,She sneezed loudly.,Elle a éternué fort.
998,sneezes,éternue|éternuer|éternuements,She sneezed loudly.,Elle a éternué bruyamment.
999,sneezes,éternue|éternuer|éternuements,She sneezed loudly.,Elle a éternué bruyamment.
1000,medicines,médicaments,I need to take my medicines every day.,J'ai besoin de prendre mes médicaments tous les jours.
1001,medicines,médicaments,I need to take my medicines every day.,J'ai besoin de prendre mes médicaments tous les jours.
1002,medicines,médicaments,I need to take my medicines every day.,J'ai besoin de prendre mes médicaments tous les jours.
1003,medicines,médicaments,I need to take my medicines every day.,J'ai besoin de prendre mes médicaments chaque jour.
1004,medicines,médicaments,I need to take my medicines every day.,J'ai besoin de prendre mes médicaments chaque jour.
1005,respirator,appareil respiratoire,I need to wear a respirator to protect myself from airborne particles.,J'ai besoin de porter un respirateur pour me protéger des particules en suspension dans l'air.
1006,respirator,appareil respiratoire,I need to wear a respirator to protect myself from airborne particles.,J'ai besoin de porter un respirateur pour me protéger des particules en suspension dans l'air.
1007,respirator,appareil respiratoire,I need to wear a respirator to protect myself from airborne particles.,J'ai besoin de porter un respirateur pour me protéger des particules en suspension dans l'air.
1008,respirator,appareil respiratoire,I need to wear a respirator to protect myself from airborne particles.,J'ai besoin de porter un respirateur pour me protéger des particules en suspension dans l'air.
1009,respirator,appareil respiratoire,I need to wear a respirator to protect myself from airborne particles.,J'ai besoin de porter un respirateur pour me protéger des particules en suspension dans l'air.
1010,COVID-19 virus,virus du COVID-19|virus COVID-19|virus de la COVID-19,The COVID-19 virus has caused a global pandemic.,Le virus COVID-19 a provoqué une pandémie mondiale.
1011,COVID-19 virus,virus du COVID-19|virus COVID-19|virus de la COVID-19,The COVID-19 virus has caused a global pandemic.,Le virus COVID-19 a causé une pandémie mondiale.
1012,COVID-19 virus,virus du COVID-19|virus COVID-19|virus de la COVID-19,The COVID-19 virus has caused a global pandemic.,Le virus COVID-19 a causé une pandémie mondiale.
1013,COVID-19 virus,virus du COVID-19|virus COVID-19|virus de la COVID-19,The COVID-19 virus has caused a global pandemic.,Le virus COVID-19 a provoqué une pandémie mondiale.
1014,COVID-19 virus,virus du COVID-19|virus COVID-19|virus de la COVID-19,The COVID-19 virus has caused a global pandemic.,Le virus COVID-19 a provoqué une pandémie mondiale.
1015,wash your hands,lavez-vous les mains|vous laver les mains|laver les mains|se laver les mains,Remember to wash your hands before eating!,Rappelez-vous de vous laver les mains avant de manger!
1016,wash your hands,lavez-vous les mains|vous laver les mains|laver les mains|se laver les mains,"""Remember to wash your hands before eating!""",N'oubliez pas de vous laver les mains avant de manger !
1017,wash your hands,lavez-vous les mains|vous laver les mains|laver les mains|se laver les mains,Remember to wash your hands before eating!,N'oubliez pas de vous laver les mains avant de manger !
1018,wash your hands,lavez-vous les mains|vous laver les mains|laver les mains|se laver les mains,Remember to wash your hands before eating!,N'oublie pas de te laver les mains avant de manger !
1019,wash your hands,lavez-vous les mains|vous laver les mains|laver les mains|se laver les mains,Remember to wash your hands before eating.,Rappelez-vous de lavée vos mains avant de manger.
1020,heart failure,insuffisance cardiaque,My grandmother was recently diagnosed with heart failure.,Ma grand-mère a été récemment diagnostiquée avec une insuffisance cardiaque.
1021,heart failure,insuffisance cardiaque,My grandmother was recently diagnosed with heart failure.,Ma grand-mère a récemment été diagnostiquée avec une insuffisance cardiaque.
1022,heart failure,insuffisance cardiaque,She was diagnosed with heart failure and had to be hospitalized.,Elle a été diagnostiquée avec une insuffisance cardiaque et a dû être hospitalisée.
1023,heart failure,insuffisance cardiaque,I was diagnosed with heart failure.,J'ai été diagnostiqué avec une insuffisance cardiaque.
1024,heart failure,insuffisance cardiaque,He was hospitalized for heart failure.,Il a été hospitalisé pour insuffisance cardiaque.
1025,AIDS,SIDA,People living with AIDS face many challenges.,Les personnes vivant avec le VIH font face à de nombreux défis.
1026,AIDS,SIDA,People living with AIDS face many challenges.,Les personnes vivant avec le VIH font face à de nombreux défis.
1027,AIDS,SIDA,People living with AIDS face many challenges.,Les personnes qui vivent avec le VIH font face à de nombreux défis.
1028,AIDS,SIDA,People living with AIDS face many challenges.,Les personnes vivant avec le VIH/sida font face à de nombreux défis.
1029,AIDS,SIDA,People with AIDS are at risk for serious health complications.,Les personnes atteintes du VIH sont à risque de contracter des complications de santé sérieuses.
1030,viral pneumonia,pneumonies virales|pneumonie virale,She was diagnosed with viral pneumonia.,Elle a été diagnostiquée avec une pneumonie virale.
1031,viral pneumonia,pneumonies virales|pneumonie virale,She was hospitalized with viral pneumonia.,Elle a été hospitalisée pour une pneumonie virale.
1032,viral pneumonia,pneumonies virales|pneumonie virale,She was diagnosed with viral pneumonia.,Elle a été diagnostiquée d'une pneumonie virale.
1033,viral pneumonia,pneumonies virales|pneumonie virale,She was hospitalized with viral pneumonia.,Elle a été hospitalisée avec une pneumonie virale.
1034,viral pneumonia,pneumonies virales|pneumonie virale,She was hospitalized with viral pneumonia.,Elle a été hospitalisée pour une pneumonie virale.
1035,runny nose,nez coule-t-il|nez qui coule,I have a runny nose.,J'ai le nez qui coule.
1036,runny nose,nez coule-t-il|nez qui coule,I have a runny nose.,J'ai le nez qui coule.
1037,runny nose,nez coule-t-il|nez qui coule,I have a runny nose.,J'ai le nez qui coule.
1038,runny nose,nez coule-t-il|nez qui coule,I have a runny nose.,J'ai le nez qui coule.
1039,runny nose,nez coule-t-il|nez qui coule,I have a runny nose.,J'ai un nez qui coule.
1040,good respiratory hygiene,bonne hygiène respiratoire,Practicing good respiratory hygiene is important for maintaining good health.,Pratiquer une bonne hygiène respiratoire est important pour maintenir une bonne santé.
1041,good respiratory hygiene,bonne hygiène respiratoire,Practicing good respiratory hygiene is important for staying healthy.,Pratiquer une bonne hygiène respiratoire est importante pour rester en bonne santé.
1042,good respiratory hygiene,bonne hygiène respiratoire,Practicing good respiratory hygiene is important for maintaining good health.,Pratiquer une bonne hygiène respiratoire est important pour maintenir une bonne santé.
1043,good respiratory hygiene,bonne hygiène respiratoire,Practicing good respiratory hygiene is important for maintaining good health.,Pratiquer une bonne hygiène respiratoire est important pour maintenir la bonne santé.
1044,good respiratory hygiene,bonne hygiène respiratoire,Practicing good respiratory hygiene is important for maintaining good health.,Il est important de pratiquer une bonne hygiène respiratoire pour maintenir une bonne santé.
1045,virus transmission,transmission du virus,Viruses can be transmitted from person to person.,Les virus peuvent être transmis d'une personne à l'autre.
1046,virus transmission,transmission du virus,Viruses can be transmitted from one person to another.,Les virus peuvent être transmis d'une personne à l'autre.
1047,virus transmission,transmission du virus,Viruses can be transmitted from one person to another.,Les virus peuvent être transmis d'une personne à une autre.
1048,virus transmission,transmission du virus,Viruses can be transmitted from person to person.,Les virus peuvent être transmis d'une personne à l'autre.
1049,virus transmission,transmission du virus,Viruses can be transmitted from person to person.,Les virus peuvent se transmettre d'une personne à l'autre.
1050,eye protection,protection des yeux,Wear eye protection to keep your eyes safe.,Portez des lunettes de protection pour protéger vos yeux.
1051,eye protection,protection des yeux,Wear eye protection to keep your eyes safe.,Portez des protections oculaires pour protéger vos yeux.
1052,eye protection,protection des yeux,Wear eye protection to keep your eyes safe.,Portez des protections oculaires pour protéger vos yeux.
1053,eye protection,protection des yeux,Wear eye protection to keep your eyes safe.,Portez des lunettes de protection pour protéger vos yeux.
1054,eye protection,protection des yeux,Wear eye protection to keep your eyes safe.,Portez une protection oculaire pour protéger vos yeux.
1055,ventilator,ventilation|ventilateur,I need to get a ventilator to help me breathe.,J'ai besoin d'un ventilateur pour m'aider à respirer.
1056,ventilator,ventilation|ventilateur,I need to get a ventilator to help me breathe.,J'ai besoin d'obtenir un ventilateur pour m'aider à respirer.
1057,ventilator,ventilation|ventilateur,I need to get a ventilator to help me breathe.,J'ai besoin d'avoir un ventilateur pour m'aider à respirer.
1058,ventilator,ventilation|ventilateur,I need to use a ventilator to help me breathe.,J'ai besoin d'utiliser un ventilateur pour m'aider à respirer.
1059,ventilator,ventilation|ventilateur,The doctor hooked the patient up to a ventilator to help him breathe.,Le médecin a relié le patient à un respirateur pour l'aider à respirer.
1060,spread of Coronavirus,propagation de coronavirus,The spread of the Coronavirus has been a global concern.,La propagation du Coronavirus est une préoccupation mondiale.
1061,spread of Coronavirus,propagation de coronavirus,The spread of the Coronavirus has been a global concern.,La propagation du Coronavirus a été une préoccupation mondiale.
1062,spread of Coronavirus,propagation de coronavirus,The spread of the Coronavirus is causing concern around the world.,La propagation du Coronavirus suscite des inquiétudes dans le monde entier.
1063,spread of Coronavirus,propagation de coronavirus,The spread of the Coronavirus has been a global concern.,La propagation du coronavirus a suscité des inquiétudes à l'échelle mondiale.
1064,spread of Coronavirus,propagation de coronavirus,The spread of the Coronavirus has become a global pandemic.,La propagation du coronavirus est devenue une pandémie mondiale.
1065,positive test,tests positifs|test positif,I received a positive test result.,J'ai reçu un résultat de test positif.
1066,positive test,tests positifs|test positif,I received a positive test result.,J'ai reçu un résultat positif d'un test.
1067,positive test,tests positifs|test positif,I received a positive test result.,J'ai reçu un résultat positif à mon test.
1068,positive test,tests positifs|test positif,I received a positive test result.,J'ai reçu un résultat positif du test.
1069,positive test,tests positifs|test positif,I received a positive test result.,J'ai reçu un résultat de test positif.
1070,acute respiratory disease,maladie respiratoire aiguë,She was diagnosed with an acute respiratory disease.,Elle a été diagnostiquée avec une maladie respiratoire aiguë.
1071,acute respiratory disease,maladie respiratoire aiguë,She was diagnosed with an acute respiratory disease.,Elle a été diagnostiquée avec une maladie respiratoire aiguë.
1072,acute respiratory disease,maladie respiratoire aiguë,She was diagnosed with an acute respiratory disease.,Elle a été diagnostiquée avec une maladie respiratoire aiguë.
1073,acute respiratory disease,maladie respiratoire aiguë,She was diagnosed with an acute respiratory disease.,Elle a été diagnostiquée avec une maladie respiratoire aiguë.
1074,acute respiratory disease,maladie respiratoire aiguë,She was diagnosed with an acute respiratory disease.,Elle a été diagnostiquée avec une maladie respiratoire aiguë.
